"PC6","neighb_code","n_individuals","age_0_15","age_15_25","age_25_45","age_45_65","age_over65","female","male","Western","Non_Western","Dutch","education_low","education_middle","education_high","n_households","household_avg_size","children","couples_with_children","couples_without_children","singleparents","singles","no_children","neighb_name"
"2544JN","BU05183387",35,6,5,14,5,5,19,16,2,20,13,9,14,7,16,2.19,10,7,2,2,5,25,"Venen, Oorden en Raden"
"2544JP","BU05183387",14,4,1,6,1,2,9,5,1,8,5,7,2,1,6,2.33,5,2,1,1,2,9,"Venen, Oorden en Raden"
"2544JR","BU05183387",38,10,7,11,7,3,17,21,4,23,11,10,6,11,14,2.71,17,6,1,1,6,21,"Venen, Oorden en Raden"
"2544JS","BU05183387",43,10,8,14,8,3,19,24,6,27,10,11,7,13,19,2.26,14,7,3,0,9,29,"Venen, Oorden en Raden"
"2544JT","BU05183387",180,38,20,58,41,23,86,94,31,103,46,43,47,54,80,2.25,58,28,14,11,27,122,"Venen, Oorden en Raden"
"2544JV","BU05183387",42,12,2,13,11,4,17,25,3,27,12,9,10,11,17,2.47,19,5,1,4,7,23,"Venen, Oorden en Raden"
"2544JW","BU05183387",37,6,8,6,13,4,17,20,4,25,8,12,8,11,16,2.31,12,6,3,1,6,25,"Venen, Oorden en Raden"
"2544JX","BU05183387",53,16,3,14,10,10,29,24,7,29,17,14,14,12,26,2.04,17,4,6,4,12,36,"Venen, Oorden en Raden"
"2544JZ","BU05183387",47,10,5,19,10,3,23,24,8,28,11,9,18,11,26,1.81,14,5,2,3,16,33,"Venen, Oorden en Raden"
"2544KA","BU05183387",36,7,5,12,8,4,21,15,3,24,9,12,8,9,17,2.12,11,4,4,1,8,25,"Venen, Oorden en Raden"
"2544KB","BU05183387",18,2,3,5,5,3,6,12,1,11,6,5,8,3,14,1.29,2,0,2,2,10,16,"Venen, Oorden en Raden"
"2544KC","BU05183387",37,9,2,14,7,5,19,18,4,24,9,8,11,11,18,2.06,12,5,2,2,9,25,"Venen, Oorden en Raden"
"2544KD","BU05183387",42,7,4,15,7,9,21,21,6,29,7,9,15,13,25,1.68,8,3,6,1,15,34,"Venen, Oorden en Raden"
"2544KE","BU05183387",15,3,2,4,4,2,10,5,1,10,4,5,4,4,10,1.5,3,1,1,1,7,12,"Venen, Oorden en Raden"
"2544KG","BU05183387",54,11,11,12,15,5,31,23,9,35,10,21,11,14,26,2.08,20,5,3,5,13,34,"Venen, Oorden en Raden"
"2544KH","BU05183387",47,12,8,17,8,2,27,20,5,34,8,13,8,14,23,2.04,14,7,3,3,10,33,"Venen, Oorden en Raden"
"2544KJ","BU05183387",43,3,6,11,13,10,21,22,8,23,12,16,10,14,25,1.72,11,4,3,3,15,32,"Venen, Oorden en Raden"
"2544KK","BU05183387",33,3,4,10,4,12,17,16,3,19,11,8,8,14,21,1.57,5,3,4,1,13,28,"Venen, Oorden en Raden"
"2544KL","BU05183387",29,5,2,8,9,5,15,14,3,21,5,10,5,8,14,2.07,7,3,5,1,5,22,"Venen, Oorden en Raden"
"2544KM","BU05183387",29,8,2,8,4,7,14,15,5,14,10,6,7,11,12,2.42,10,6,1,1,4,19,"Venen, Oorden en Raden"
"2544KN","BU05183387",61,13,9,17,16,6,29,32,5,39,17,23,10,16,29,2.1,20,9,3,4,13,41,"Venen, Oorden en Raden"
"2544KP","BU05183387",37,5,3,13,10,6,22,15,2,27,8,8,8,16,26,1.42,6,3,2,1,20,31,"Venen, Oorden en Raden"
"2544KR","BU05183387",68,18,9,24,7,10,34,34,5,46,17,22,17,15,31,2.19,22,9,6,4,12,46,"Venen, Oorden en Raden"
"2544KS","BU05183387",47,6,10,11,11,9,23,24,4,31,12,16,14,13,24,1.96,14,6,3,3,12,33,"Venen, Oorden en Raden"
"2544KT","BU05183387",80,17,10,16,24,13,38,42,12,53,15,20,20,29,37,2.16,28,9,6,9,13,52,"Venen, Oorden en Raden"
"2544KV","BU05183387",47,9,4,9,12,13,27,20,6,27,14,10,14,14,27,1.74,11,5,4,4,14,36,"Venen, Oorden en Raden"
"2544KW","BU05183387",63,11,2,17,15,18,31,32,11,39,13,16,19,19,33,1.91,13,10,7,0,16,50,"Venen, Oorden en Raden"
"2544KX","BU05183387",11,1,1,6,2,1,6,5,0,8,3,3,5,2,6,1.83,2,2,1,0,3,9,"Venen, Oorden en Raden"
"2544KZ","BU05183387",43,7,6,9,14,7,22,21,3,32,8,8,15,11,21,2.05,14,5,3,4,9,29,"Venen, Oorden en Raden"
"2544LA","BU05183399",56,9,7,12,8,20,30,26,7,5,44,19,16,13,31,1.81,15,4,6,5,16,41,"De Uithof"
"2544LB","BU05183399",48,6,5,9,11,17,23,25,5,2,41,14,12,15,30,1.6,9,2,7,3,18,39,"De Uithof"
"2544LC","BU05183399",52,8,3,6,18,17,25,27,1,7,44,20,11,15,32,1.62,9,2,9,3,18,43,"De Uithof"
"2544LD","BU05183399",43,4,4,6,11,18,19,24,8,5,30,12,13,13,25,1.72,7,3,8,1,13,36,"De Uithof"
"2544LE","BU05183399",39,4,2,4,11,18,20,19,7,2,30,7,16,12,22,1.77,5,2,10,0,10,34,"De Uithof"
"2544LG","BU05183399",60,7,3,13,17,20,27,33,7,5,48,19,17,19,35,1.71,8,6,11,0,18,52,"De Uithof"
"2544LH","BU05183399",43,5,4,8,6,20,25,18,7,2,34,9,13,15,28,1.54,6,1,8,3,16,37,"De Uithof"
"2544LJ","BU05183399",58,9,6,6,12,25,33,25,11,6,41,11,16,23,31,1.87,15,7,5,1,18,43,"De Uithof"
"2544LK","BU05183399",54,8,2,13,7,24,26,28,9,2,43,15,13,18,32,1.69,10,4,8,3,17,44,"De Uithof"
"2544LL","BU05183399",53,7,7,9,11,19,33,20,11,9,33,15,16,15,27,1.96,14,7,5,1,14,39,"De Uithof"
"2544LM","BU05183399",40,4,2,9,8,17,21,19,4,7,29,9,14,14,23,1.74,6,4,7,0,12,34,"De Uithof"
"2544LN","BU05183399",57,6,4,4,14,29,30,27,5,6,46,19,19,14,33,1.73,7,2,15,3,13,50,"De Uithof"
"2544LP","BU05183399",52,10,4,5,12,21,28,24,4,3,45,15,13,14,29,1.79,13,5,5,2,17,39,"De Uithof"
"2544LR","BU05183399",53,8,1,10,14,20,30,23,7,2,44,29,8,10,29,1.83,11,6,7,1,15,42,"De Uithof"
"2544LS","BU05183399",57,7,6,8,19,17,29,28,8,8,41,18,15,18,30,1.9,14,7,6,1,16,43,"De Uithof"
"2544LT","BU05183399",48,11,5,3,12,17,26,22,7,6,35,16,17,8,22,2.18,16,4,6,3,9,32,"De Uithof"
"2544LV","BU05183399",57,6,4,3,14,30,30,27,9,6,42,25,19,9,29,1.97,12,4,12,2,11,45,"De Uithof"
"2544LW","BU05183399",59,8,10,7,14,20,31,28,6,6,47,20,19,15,28,2.11,17,7,7,3,11,42,"De Uithof"
"2544LX","BU05183399",24,1,2,3,6,12,13,11,2,3,19,6,9,8,17,1.41,2,1,4,1,11,22,"De Uithof"
"2544LZ","BU05183399",43,4,2,8,15,14,21,22,4,11,28,13,10,16,24,1.79,8,4,7,0,13,35,"De Uithof"
"2544MA","BU05183387",50,7,10,8,21,4,26,24,8,28,14,21,15,8,22,2.27,17,9,2,3,8,33,"Venen, Oorden en Raden"
"2544MB","BU05183387",20,2,2,5,6,5,9,11,1,12,7,5,6,7,12,1.67,4,2,2,0,8,16,"Venen, Oorden en Raden"
"2544MC","BU05183399",3,0,0,0,2,1,2,1,0,0,3,0,0,3,2,1.5,0,0,1,0,1,3,"De Uithof"
"2544MD","BU05183387",105,27,11,33,19,15,54,51,14,59,32,35,23,20,44,2.39,41,14,6,9,15,64,"Venen, Oorden en Raden"
"2544ME","BU05183387",80,18,8,23,17,14,41,39,10,52,18,23,25,18,39,2.05,25,8,8,5,18,55,"Venen, Oorden en Raden"
"2544MG","BU05183387",62,11,12,22,7,10,32,30,7,40,15,20,18,14,32,1.94,18,5,7,6,14,44,"Venen, Oorden en Raden"
"2544MH","BU05183387",73,18,2,28,14,11,35,38,13,50,10,14,17,26,38,1.92,20,8,7,4,19,53,"Venen, Oorden en Raden"
"2544MJ","BU05183387",60,9,2,11,24,14,29,31,8,42,10,19,17,16,35,1.71,11,3,11,5,16,49,"Venen, Oorden en Raden"
"2544MK","BU05183387",73,13,8,19,25,8,36,37,10,45,18,22,19,23,36,2.03,23,9,5,5,17,50,"Venen, Oorden en Raden"
"2544NB","BU05183399",66,7,6,9,24,20,33,33,9,7,50,16,23,21,40,1.65,11,7,8,2,23,55,"De Uithof"
"2544NC","BU05183399",1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,"De Uithof"
"2544ND","BU05183399",51,3,5,7,16,20,25,26,5,6,40,13,16,19,30,1.7,8,3,10,3,14,43,"De Uithof"
"2544NE","BU05183399",46,11,5,12,5,13,25,21,5,6,35,14,17,4,23,2,14,5,4,2,12,32,"De Uithof"
"2544NH","BU05183399",5,0,1,3,1,0,3,2,1,1,3,0,4,1,5,1,0,0,0,0,5,5,"De Uithof"
"2544NJ","BU05183399",46,9,4,9,11,13,23,23,9,7,30,12,9,16,25,1.84,13,6,2,1,16,33,"De Uithof"
"2544NK","BU05183399",3,0,0,0,1,2,1,2,0,0,3,1,2,0,2,1.5,0,0,1,0,1,3,"De Uithof"
"2544NM","BU05183399",64,7,1,10,18,28,32,32,9,3,52,22,18,18,43,1.49,7,3,11,2,27,57,"De Uithof"
"2544NN","BU05183399",19,3,1,5,5,5,10,9,3,5,11,2,6,10,10,1.9,5,3,1,0,6,14,"De Uithof"
"2544NP","BU05183399",4,2,0,1,1,0,2,2,0,1,3,2,0,0,1,4,2,1,0,0,0,2,"De Uithof"
"2544NR","BU05183399",39,5,3,10,4,17,24,15,5,5,29,15,10,8,22,1.77,7,3,7,1,11,32,"De Uithof"
"2544NS","BU05183399",5,2,1,1,1,0,2,3,1,0,4,3,0,0,1,5,3,1,0,0,0,2,"De Uithof"
"2544NT","BU05183399",18,0,1,1,3,13,8,10,4,0,14,5,6,7,12,1.5,1,0,5,1,6,17,"De Uithof"
"2544NV","BU05183399",62,12,3,10,11,26,34,28,7,10,45,15,20,18,35,1.77,13,7,7,1,20,49,"De Uithof"
"2544NX","BU05183399",18,0,1,2,3,12,9,9,2,0,16,3,6,9,15,1.2,0,0,3,0,12,18,"De Uithof"
"2544NZ","BU05183399",20,7,2,4,6,1,13,7,6,1,13,2,8,3,8,2.5,9,3,0,2,3,11,"De Uithof"
"2544PZ","BU05183399",59,10,3,10,13,23,34,25,10,10,39,19,14,17,32,1.84,13,6,8,1,17,46,"De Uithof"
"2544RG","BU05183387",57,11,7,16,16,7,26,31,10,32,15,20,15,10,26,2.19,19,10,2,1,13,38,"Venen, Oorden en Raden"
"2544RH","BU05183387",69,11,9,23,16,10,31,38,10,39,20,15,21,22,34,2.03,18,8,9,4,13,51,"Venen, Oorden en Raden"
"2544RJ","BU05183387",60,18,5,16,16,5,31,29,7,37,16,19,13,14,24,2.5,23,10,3,1,10,37,"Venen, Oorden en Raden"
"2544RK","BU05183387",28,3,1,8,5,11,17,11,4,17,7,9,4,12,21,1.33,3,1,3,1,16,25,"Venen, Oorden en Raden"
"2544RL","BU05183387",65,13,7,16,16,13,32,33,4,43,18,15,17,19,31,2.1,20,10,4,2,15,45,"Venen, Oorden en Raden"
"2544RM","BU05183387",100,22,13,31,28,6,57,43,9,74,17,29,24,28,41,2.44,34,17,8,5,11,66,"Venen, Oorden en Raden"
"2544RN","BU05183387",85,17,10,28,19,11,37,48,11,51,23,22,25,22,46,1.85,25,8,6,7,25,60,"Venen, Oorden en Raden"
"2544RP","BU05183387",117,27,11,47,22,10,54,63,14,86,17,31,29,33,54,2.17,39,17,7,3,27,78,"Venen, Oorden en Raden"
"2544RR","BU05183387",68,21,7,21,11,8,37,31,6,47,15,17,14,19,28,2.43,28,9,3,3,13,40,"Venen, Oorden en Raden"
"2544RS","BU05183387",55,17,7,17,12,2,28,27,6,34,15,16,13,11,22,2.5,24,6,3,4,9,31,"Venen, Oorden en Raden"
"2544RT","BU05183387",55,12,4,20,12,7,26,29,11,35,9,11,12,21,27,2.04,19,6,3,5,13,36,"Venen, Oorden en Raden"
"2544RV","BU05183387",49,11,5,17,8,8,28,21,5,28,16,11,11,20,24,2.04,14,6,5,2,11,35,"Venen, Oorden en Raden"
"2544RW","BU05183387",47,8,8,9,15,7,21,26,5,33,9,19,12,8,24,1.96,13,6,4,1,13,34,"Venen, Oorden en Raden"
"2544RX","BU05183387",61,15,6,21,11,8,31,30,9,34,18,18,19,10,24,2.54,23,11,3,2,8,38,"Venen, Oorden en Raden"
"2544RZ","BU05183387",112,22,15,32,28,15,52,60,22,69,21,32,30,28,54,2.07,36,14,8,6,26,76,"Venen, Oorden en Raden"
"2544SB","BU05183387",57,12,10,18,8,9,32,25,9,34,14,14,18,14,28,2.04,19,7,3,4,14,38,"Venen, Oorden en Raden"
"2544SC","BU05183387",56,13,7,20,11,5,27,29,6,33,17,21,16,10,24,2.33,19,10,3,1,10,37,"Venen, Oorden en Raden"
"2544SE","BU05183387",73,14,9,19,20,11,38,35,7,45,21,16,21,25,36,2.03,21,7,9,7,13,52,"Venen, Oorden en Raden"
"2544SK","BU05183387",53,10,9,20,9,5,27,26,8,32,13,14,16,13,26,2.04,15,7,5,3,11,38,"Venen, Oorden en Raden"
"2544SL","BU05183387",72,22,6,14,19,11,37,35,14,48,10,19,21,15,29,2.48,30,12,1,3,13,42,"Venen, Oorden en Raden"
"2544SM","BU05183387",16,2,3,3,4,4,7,9,2,9,5,4,7,3,8,2,4,2,2,1,3,12,"Venen, Oorden en Raden"
"2544SN","BU05183387",72,14,8,23,20,7,42,30,10,46,16,21,26,16,33,2.18,23,11,5,5,12,49,"Venen, Oorden en Raden"
"2544SP","BU05183387",28,8,4,14,1,1,13,15,2,22,4,9,7,4,10,2.8,10,6,2,0,2,18,"Venen, Oorden en Raden"
"2544SR","BU05183387",27,4,5,4,11,3,14,13,3,18,6,11,3,10,13,2.08,7,4,3,1,5,20,"Venen, Oorden en Raden"
"2544ST","BU05183387",44,14,2,10,13,5,23,21,8,28,8,9,14,7,19,2.32,16,7,2,2,8,28,"Venen, Oorden en Raden"
"2544SV","BU05183387",55,16,5,11,18,5,28,27,9,30,16,15,10,17,23,2.39,23,8,1,4,10,32,"Venen, Oorden en Raden"
"2544SW","BU05183387",67,14,12,21,15,5,33,34,4,47,16,23,21,11,27,2.48,25,13,2,4,8,42,"Venen, Oorden en Raden"
"2544SX","BU05183387",76,22,7,24,19,4,41,35,10,44,22,16,16,27,35,2.17,25,12,4,3,16,51,"Venen, Oorden en Raden"
"2544SZ","BU05183387",44,9,0,20,5,10,20,24,2,31,11,14,9,13,22,2,10,6,6,1,9,34,"Venen, Oorden en Raden"
"2544TK","BU05183387",53,17,9,10,10,7,26,27,4,38,11,20,7,10,19,2.79,25,8,1,3,7,28,"Venen, Oorden en Raden"
"2544TL","BU05183387",70,17,11,19,16,7,34,36,4,51,15,14,22,20,27,2.59,27,13,3,1,10,43,"Venen, Oorden en Raden"
"2544TM","BU05183387",83,20,7,30,15,11,37,46,15,53,15,23,25,17,39,2.13,24,11,9,3,16,59,"Venen, Oorden en Raden"
"2544TN","BU05183387",88,14,11,19,32,12,47,41,7,57,24,24,25,31,47,1.87,23,11,7,4,25,65,"Venen, Oorden en Raden"
"2544TP","BU05183387",45,5,6,13,12,9,22,23,6,26,13,15,11,14,26,1.73,10,4,5,2,15,35,"Venen, Oorden en Raden"
"2544TR","BU05183387",58,14,5,19,12,8,25,33,8,36,14,15,21,13,27,2.15,19,10,2,2,13,39,"Venen, Oorden en Raden"
"2544TS","BU05183387",54,11,7,18,14,4,25,29,1,41,12,16,15,13,27,2,16,7,4,2,14,38,"Venen, Oorden en Raden"
"2544TT","BU05183387",71,15,13,16,19,8,36,35,9,47,15,19,15,24,34,2.09,26,9,2,6,17,45,"Venen, Oorden en Raden"
"2544TV","BU05183387",32,4,3,14,6,5,16,16,4,21,7,9,10,10,20,1.6,5,2,5,2,11,27,"Venen, Oorden en Raden"
"2544TW","BU05183387",35,5,7,12,7,4,16,19,4,24,7,10,10,10,17,2.06,10,6,2,1,8,25,"Venen, Oorden en Raden"
"2544TX","BU05183387",16,3,4,3,5,1,8,8,0,11,5,2,4,7,9,1.78,5,2,0,0,7,11,"Venen, Oorden en Raden"
"2544TZ","BU05183387",35,8,5,7,10,5,15,20,2,25,8,8,9,10,18,1.94,13,4,0,4,10,22,"Venen, Oorden en Raden"
"2544VA","BU05183387",60,15,11,20,12,2,35,25,10,35,15,14,18,13,26,2.31,24,8,2,5,11,36,"Venen, Oorden en Raden"
"2544VB","BU05183387",50,11,5,17,11,6,27,23,9,31,10,16,16,9,25,2,14,4,7,4,10,36,"Venen, Oorden en Raden"
"2544VC","BU05183387",60,11,6,19,12,12,36,24,4,38,18,21,14,13,31,1.94,18,8,3,6,14,42,"Venen, Oorden en Raden"
"2544VD","BU05183387",20,2,0,11,6,1,12,8,3,12,5,7,5,7,13,1.54,3,0,4,1,8,17,"Venen, Oorden en Raden"
"2544VE","BU05183387",46,8,4,19,7,8,21,25,7,30,9,16,10,12,27,1.7,9,6,4,0,17,37,"Venen, Oorden en Raden"
"2544VG","BU05183387",27,5,0,12,5,5,13,14,6,15,6,5,11,8,12,2.25,7,5,3,0,4,20,"Venen, Oorden en Raden"
"2544VH","BU05183387",5,1,1,0,2,1,4,1,0,4,1,3,2,0,3,1.67,1,1,0,0,2,4,"Venen, Oorden en Raden"
"2544VJ","BU05183387",80,22,10,24,19,5,39,41,10,53,17,30,17,14,37,2.16,30,11,2,7,17,50,"Venen, Oorden en Raden"
"2544VK","BU05183387",61,10,12,24,12,3,32,29,10,39,12,26,14,10,26,2.35,19,6,10,3,7,42,"Venen, Oorden en Raden"
"2544VL","BU05183387",64,17,10,17,17,3,34,30,6,37,21,10,13,22,26,2.46,26,10,2,5,9,38,"Venen, Oorden en Raden"
"2544VM","BU05183387",66,15,8,23,16,4,30,36,7,45,14,18,16,17,30,2.2,23,10,3,4,13,43,"Venen, Oorden en Raden"
"2544VP","BU05183387",23,6,1,4,3,9,13,10,3,12,8,3,8,6,12,1.92,7,3,1,2,6,16,"Venen, Oorden en Raden"
"2544VT","BU05183387",96,26,12,32,21,5,53,43,14,62,20,28,25,22,45,2.13,32,13,6,9,17,64,"Venen, Oorden en Raden"
"2544VV","BU05183387",63,12,7,22,12,10,33,30,9,39,15,20,15,17,35,1.8,17,4,7,6,18,46,"Venen, Oorden en Raden"
"2544VW","BU05183387",57,6,5,14,14,18,27,30,7,36,14,18,24,10,32,1.78,12,5,8,1,18,45,"Venen, Oorden en Raden"
"2544VX","BU05183387",62,14,5,23,14,6,31,31,8,40,14,22,15,13,28,2.21,20,9,5,3,11,42,"Venen, Oorden en Raden"
"2544VZ","BU05183387",50,7,7,15,9,12,25,25,8,28,14,14,12,18,28,1.79,13,6,3,4,15,37,"Venen, Oorden en Raden"
"2544WB","BU05183387",126,24,17,30,37,18,62,64,27,71,28,23,34,44,61,2.07,40,14,11,9,27,86,"Venen, Oorden en Raden"
"2544WX","BU05183387",71,13,12,18,21,7,38,33,11,43,17,24,19,16,33,2.15,24,9,5,2,17,47,"Venen, Oorden en Raden"
"2544WZ","BU05183387",88,22,6,28,22,10,47,41,9,54,25,30,21,20,40,2.2,32,11,5,7,17,56,"Venen, Oorden en Raden"
"2544XA","BU05183387",73,13,12,21,15,12,39,34,8,55,10,25,18,19,34,2.15,23,10,6,2,16,50,"Venen, Oorden en Raden"
"2544XD","BU05183387",9,0,0,2,3,4,4,5,1,5,3,3,3,3,7,1.29,1,1,0,0,6,8,"Venen, Oorden en Raden"
"2544XG","BU05183387",71,16,9,18,25,3,37,34,6,44,21,17,18,24,28,2.54,27,13,3,3,9,44,"Venen, Oorden en Raden"
"2544XH","BU05183387",4,2,0,2,0,0,2,2,0,4,0,0,0,2,1,4,2,1,0,0,0,2,"Venen, Oorden en Raden"
"2544XK","BU05183387",57,17,6,19,8,7,22,35,9,40,8,16,14,10,25,2.28,23,5,4,6,10,34,"Venen, Oorden en Raden"
"2544XL","BU05183387",31,9,0,12,9,1,11,20,5,20,6,10,2,13,15,2.07,10,5,1,1,8,21,"Venen, Oorden en Raden"
"2544XM","BU05183387",25,4,3,9,8,1,11,14,2,20,3,9,7,5,13,1.92,5,3,4,0,6,20,"Venen, Oorden en Raden"
"2544XN","BU05183387",45,6,7,8,18,6,27,18,3,28,14,16,10,17,26,1.73,11,6,2,1,17,34,"Venen, Oorden en Raden"
"2544XP","BU05183387",55,10,9,16,9,11,28,27,6,32,17,15,13,17,29,1.9,15,6,5,3,15,40,"Venen, Oorden en Raden"
"2544XR","BU05183387",42,10,6,13,11,2,21,21,9,23,10,10,13,11,23,1.83,12,5,2,2,14,30,"Venen, Oorden en Raden"
"2544XS","BU05183387",54,12,9,14,12,7,28,26,8,35,11,13,12,17,25,2.16,20,4,5,6,10,34,"Venen, Oorden en Raden"
"2544XT","BU05183387",46,9,9,13,10,5,25,21,5,27,14,15,13,11,23,2,17,4,2,6,11,29,"Venen, Oorden en Raden"
"2544XV","BU05183387",29,5,9,4,6,5,18,11,4,19,6,10,10,4,14,2.07,10,2,3,2,7,19,"Venen, Oorden en Raden"
"2544XW","BU05183387",22,5,3,9,1,4,15,7,3,15,4,3,6,7,13,1.69,7,2,0,3,8,15,"Venen, Oorden en Raden"
"2544XX","BU05183387",31,5,2,10,10,4,12,19,4,21,6,10,7,9,17,1.82,8,2,4,1,10,23,"Venen, Oorden en Raden"
"2544XZ","BU05183387",13,2,2,4,3,2,5,8,2,8,3,2,5,4,9,1.44,2,2,0,0,7,11,"Venen, Oorden en Raden"
"2545AA","BU05183284",206,31,32,52,57,34,99,107,39,40,127,69,62,51,102,2.02,53,26,25,5,46,153,"Leyenburg"
"2545AB","BU05183284",119,18,12,42,35,12,63,56,19,28,72,30,29,43,61,1.95,29,15,14,4,28,90,"Leyenburg"
"2545AC","BU05183488",14,4,2,3,2,3,7,7,2,7,5,2,7,2,8,1.75,4,0,2,2,4,10,"Morgenstond-West"
"2545AD","BU05183488",89,11,12,33,18,15,45,44,12,53,24,33,21,22,47,1.89,21,11,10,4,22,68,"Morgenstond-West"
"2545AE","BU05183488",24,3,4,10,5,2,15,9,3,17,4,7,5,8,15,1.6,5,3,1,0,11,19,"Morgenstond-West"
"2545AL","BU05183488",34,4,5,12,6,7,14,20,6,21,7,11,11,8,19,1.79,9,2,4,4,9,25,"Morgenstond-West"
"2545AM","BU05183488",39,9,2,14,5,9,21,18,3,20,16,12,12,9,19,2.05,11,5,4,2,8,28,"Morgenstond-West"
"2545AN","BU05183488",49,5,8,12,17,7,25,24,0,27,22,9,19,15,24,2.04,12,6,7,3,8,37,"Morgenstond-West"
"2545AP","BU05183387",128,18,15,46,36,13,59,69,19,83,26,38,40,33,66,1.94,32,15,15,4,32,96,"Venen, Oorden en Raden"
"2545AR","BU05183488",99,25,5,34,20,15,45,54,11,61,27,37,16,23,41,2.41,35,14,9,6,12,64,"Morgenstond-West"
"2545AS","BU05183488",44,6,5,13,7,13,20,24,5,22,17,13,11,14,22,2,12,4,6,3,9,32,"Morgenstond-West"
"2545AT","BU05183488",27,6,3,13,3,2,12,15,4,16,7,10,5,7,12,2.25,8,5,2,2,3,19,"Morgenstond-West"
"2545AV","BU05183284",146,13,17,52,47,17,66,80,28,27,91,39,40,57,82,1.78,30,16,18,5,43,116,"Leyenburg"
"2545AW","BU05183488",28,4,6,8,5,5,11,17,2,17,9,10,8,5,16,1.75,6,3,3,0,10,22,"Morgenstond-West"
"2545AX","BU05183387",19,4,2,2,6,5,10,9,2,13,4,1,7,9,9,2.11,6,3,1,1,4,13,"Venen, Oorden en Raden"
"2545BD","BU05183480",55,9,5,28,5,8,19,36,10,37,8,13,16,18,28,1.96,14,6,7,2,13,41,"Morgenstond-Zuid"
"2545BE","BU05183480",26,6,2,6,8,4,15,11,5,16,5,5,5,10,15,1.73,8,2,1,3,9,18,"Morgenstond-Zuid"
"2545BG","BU05183480",63,11,6,16,16,14,30,33,12,33,18,20,17,16,31,2.03,17,7,8,2,14,46,"Morgenstond-Zuid"
"2545BH","BU05183480",32,4,3,10,12,3,17,15,5,16,11,9,8,10,16,2,6,4,6,0,6,26,"Morgenstond-Zuid"
"2545BJ","BU05183480",62,20,6,25,6,5,26,36,11,34,17,16,12,16,29,2.14,24,6,3,7,13,38,"Morgenstond-Zuid"
"2545BK","BU05183488",68,12,5,26,18,7,37,31,4,39,25,13,28,17,36,1.89,18,6,8,7,15,50,"Morgenstond-West"
"2545BL","BU05183488",77,9,11,25,25,7,42,35,11,50,16,20,24,25,40,1.93,17,9,11,3,17,60,"Morgenstond-West"
"2545BM","BU05183488",69,9,2,20,19,19,34,35,5,45,19,23,18,21,42,1.64,12,7,8,3,24,57,"Morgenstond-West"
"2545BN","BU05183488",66,10,3,24,16,13,34,32,10,29,27,17,14,28,36,1.83,15,7,8,2,19,51,"Morgenstond-West"
"2545BP","BU05183488",95,19,11,29,25,11,50,45,11,58,26,27,24,28,44,2.16,31,12,8,6,18,64,"Morgenstond-West"
"2545BR","BU05183488",60,11,7,19,17,6,30,30,10,30,20,16,16,22,31,1.94,15,10,4,2,15,45,"Morgenstond-West"
"2545BS","BU05183488",88,21,7,26,21,13,42,46,11,45,32,28,17,24,43,2.05,27,11,7,5,20,61,"Morgenstond-West"
"2545BT","BU05183488",62,10,4,24,9,15,34,28,5,37,20,15,18,21,35,1.77,12,7,8,1,19,50,"Morgenstond-West"
"2545BV","BU05183488",56,8,8,13,14,13,25,31,5,31,20,17,21,11,27,2.07,13,8,8,0,11,43,"Morgenstond-West"
"2545BW","BU05183488",81,19,9,25,13,15,41,40,10,42,29,23,24,19,39,2.08,26,10,6,5,18,55,"Morgenstond-West"
"2545CA","BU05183488",42,7,7,15,12,1,18,24,5,24,13,14,12,10,19,2.21,13,5,5,4,5,29,"Morgenstond-West"
"2545CD","BU05183284",54,10,5,20,11,8,21,33,7,10,37,14,12,18,31,1.74,17,3,3,5,20,37,"Leyenburg"
"2545CG","BU05183284",77,10,10,17,28,12,39,38,12,20,45,21,28,20,39,1.97,18,8,12,4,15,59,"Leyenburg"
"2545CK","BU05183488",60,15,10,12,13,10,30,30,6,28,26,20,10,16,23,2.61,23,9,5,3,6,37,"Morgenstond-West"
"2545CL","BU05183488",34,7,4,10,8,5,15,19,4,16,14,6,11,11,19,1.79,9,4,2,1,12,25,"Morgenstond-West"
"2545CM","BU05183284",168,23,16,58,44,27,89,79,27,37,104,45,44,59,94,1.79,40,14,20,6,54,128,"Leyenburg"
"2545CN","BU05183284",135,19,11,43,38,24,70,65,23,20,92,41,34,44,65,2.08,36,14,20,5,26,99,"Leyenburg"
"2545CP","BU05183284",100,13,7,29,25,26,51,49,17,15,68,25,27,35,56,1.79,18,9,17,2,28,82,"Leyenburg"
"2545CR","BU05183284",72,11,7,23,24,7,40,32,13,16,43,23,22,18,42,1.71,16,7,7,3,25,56,"Leyenburg"
"2545CS","BU05183284",81,10,6,32,15,18,40,41,13,15,53,26,21,25,47,1.72,13,8,13,0,26,68,"Leyenburg"
"2545CT","BU05183284",74,9,7,28,20,10,37,37,16,14,44,24,20,24,39,1.9,15,8,12,3,16,59,"Leyenburg"
"2545CV","BU05183284",80,15,6,30,16,13,48,32,15,17,48,22,24,21,41,1.95,23,6,10,6,19,57,"Leyenburg"
"2545CW","BU05183284",97,12,19,24,26,16,52,45,19,27,51,35,26,24,50,1.94,29,11,7,7,25,68,"Leyenburg"
"2545CX","BU05183284",71,12,5,23,16,15,34,37,13,17,41,29,16,16,42,1.69,15,6,8,2,26,56,"Leyenburg"
