"","agent_ID","age_group","neighb_code","age"
"46855","Agent_46855","age_25_45","BU05183480",30
"43767","Agent_43767","age_over65","BU05183399",69
"67759","Agent_67759","age_0_15","BU05183638",1
"75074","Agent_75074","age_15_25","BU05183639",23
"1676","Agent_1676","age_0_15","BU05183284",1
"72935","Agent_72935","age_45_65","BU05183638",50
"25644","Agent_25644","age_15_25","BU05183396",17
"9190","Agent_9190","age_45_65","BU05183284",46
"70825","Agent_70825","age_25_45","BU05183638",26
"6455","Agent_6455","age_25_45","BU05183284",36
"24512","Agent_24512","age_0_15","BU05183396",10
"77606","Agent_77606","age_45_65","BU05183639",52
"67620","Agent_67620","age_0_15","BU05183638",3
"64375","Agent_64375","age_15_25","BU05183620",22
"61950","Agent_61950","age_45_65","BU05183489",47
"23942","Agent_23942","age_0_15","BU05183396",6
"32125","Agent_32125","age_0_15","BU05183398",6
"71984","Agent_71984","age_45_65","BU05183638",46
"6307","Agent_6307","age_25_45","BU05183284",40
"988","Agent_988","age_0_15","BU05183284",10
"54122","Agent_54122","age_25_45","BU05183488",35
"44608","Agent_44608","age_0_15","BU05183480",13
"37949","Agent_37949","age_25_45","BU05183398",25
"4961","Agent_4961","age_25_45","BU05183284",37
"58397","Agent_58397","age_0_15","BU05183489",1
"37871","Agent_37871","age_25_45","BU05183398",39
"10862","Agent_10862","age_45_65","BU05183284",55
"1783","Agent_1783","age_0_15","BU05183284",9
"9060","Agent_9060","age_45_65","BU05183284",64
"25431","Agent_25431","age_0_15","BU05183396",2
"63838","Agent_63838","age_0_15","BU05183620",0
"2428","Agent_2428","age_15_25","BU05183284",17
"24320","Agent_24320","age_0_15","BU05183396",8
"386","Agent_386","age_0_15","BU05183284",1
"45578","Agent_45578","age_15_25","BU05183480",15
"21087","Agent_21087","age_45_65","BU05183387",63
"59323","Agent_59323","age_15_25","BU05183489",18
"1185","Agent_1185","age_0_15","BU05183284",11
"47632","Agent_47632","age_25_45","BU05183480",28
"74457","Agent_74457","age_0_15","BU05183639",11
"35942","Agent_35942","age_25_45","BU05183398",26
"18598","Agent_18598","age_25_45","BU05183387",38
"55592","Agent_55592","age_45_65","BU05183488",51
"57352","Agent_57352","age_over65","BU05183488",73
"18625","Agent_18625","age_25_45","BU05183387",33
"28622","Agent_28622","age_25_45","BU05183396",31
"36183","Agent_36183","age_25_45","BU05183398",35
"28648","Agent_28648","age_25_45","BU05183396",33
"56150","Agent_56150","age_45_65","BU05183488",55
"36730","Agent_36730","age_25_45","BU05183398",43
"42583","Agent_42583","age_over65","BU05183398",80
"45146","Agent_45146","age_0_15","BU05183480",5
"33430","Agent_33430","age_0_15","BU05183398",12
"8436","Agent_8436","age_45_65","BU05183284",63
"18565","Agent_18565","age_25_45","BU05183387",42
"42894","Agent_42894","age_15_25","BU05183399",21
"75105","Agent_75105","age_15_25","BU05183639",23
"19454","Agent_19454","age_25_45","BU05183387",43
"46714","Agent_46714","age_25_45","BU05183480",38
"18548","Agent_18548","age_25_45","BU05183387",37
"42965","Agent_42965","age_25_45","BU05183399",31
"27877","Agent_27877","age_25_45","BU05183396",25
"71751","Agent_71751","age_45_65","BU05183638",64
"12974","Agent_12974","age_over65","BU05183284",73
"28479","Agent_28479","age_25_45","BU05183396",38
"61507","Agent_61507","age_45_65","BU05183489",62
"26241","Agent_26241","age_15_25","BU05183396",21
"48704","Agent_48704","age_45_65","BU05183480",56
"47893","Agent_47893","age_25_45","BU05183480",44
"836","Agent_836","age_0_15","BU05183284",1
"47658","Agent_47658","age_25_45","BU05183480",38
"57474","Agent_57474","age_over65","BU05183488",74
"56172","Agent_56172","age_45_65","BU05183488",45
"35664","Agent_35664","age_25_45","BU05183398",39
"57565","Agent_57565","age_over65","BU05183488",74
"5261","Agent_5261","age_25_45","BU05183284",36
"27745","Agent_27745","age_25_45","BU05183396",42
"33467","Agent_33467","age_0_15","BU05183398",2
"17149","Agent_17149","age_15_25","BU05183387",20
"59679","Agent_59679","age_25_45","BU05183489",43
"67077","Agent_67077","age_0_15","BU05183638",0
"32972","Agent_32972","age_0_15","BU05183398",1
"40903","Agent_40903","age_over65","BU05183398",65
"70881","Agent_70881","age_25_45","BU05183638",32
"47523","Agent_47523","age_25_45","BU05183480",35
"49700","Agent_49700","age_over65","BU05183480",71
"13276","Agent_13276","age_over65","BU05183284",65
"52458","Agent_52458","age_15_25","BU05183488",18
"15695","Agent_15695","age_0_15","BU05183387",12
"41958","Agent_41958","age_over65","BU05183398",87
"66409","Agent_66409","age_45_65","BU05183620",63
"77788","Agent_77788","age_45_65","BU05183639",64
"34946","Agent_34946","age_15_25","BU05183398",22
"43409","Agent_43409","age_45_65","BU05183399",48
"2087","Agent_2087","age_0_15","BU05183284",9
"40674","Agent_40674","age_45_65","BU05183398",55
"19792","Agent_19792","age_25_45","BU05183387",37
"24727","Agent_24727","age_0_15","BU05183396",10
"35903","Agent_35903","age_25_45","BU05183398",34
"63376","Agent_63376","age_over65","BU05183489",66
"11551","Agent_11551","age_45_65","BU05183284",62
"76791","Agent_76791","age_25_45","BU05183639",41
"5161","Agent_5161","age_25_45","BU05183284",40
"46827","Agent_46827","age_25_45","BU05183480",39
"36721","Agent_36721","age_25_45","BU05183398",37
"34169","Agent_34169","age_15_25","BU05183398",22
"504","Agent_504","age_0_15","BU05183284",6
"74071","Agent_74071","age_0_15","BU05183639",9
"69638","Agent_69638","age_25_45","BU05183638",35
"70314","Agent_70314","age_25_45","BU05183638",26
"74765","Agent_74765","age_0_15","BU05183639",7
"260","Agent_260","age_0_15","BU05183284",14
"680","Agent_680","age_0_15","BU05183284",3
"27667","Agent_27667","age_25_45","BU05183396",36
"66083","Agent_66083","age_45_65","BU05183620",61
"74980","Agent_74980","age_15_25","BU05183639",21
"19025","Agent_19025","age_25_45","BU05183387",42
"68494","Agent_68494","age_15_25","BU05183638",19
"2720","Agent_2720","age_15_25","BU05183284",19
"8196","Agent_8196","age_25_45","BU05183284",40
"66293","Agent_66293","age_45_65","BU05183620",50
"74569","Agent_74569","age_0_15","BU05183639",10
"32723","Agent_32723","age_0_15","BU05183398",7
"12779","Agent_12779","age_over65","BU05183284",70
"75412","Agent_75412","age_15_25","BU05183639",20
"59622","Agent_59622","age_25_45","BU05183489",39
"49106","Agent_49106","age_45_65","BU05183480",58
"18983","Agent_18983","age_25_45","BU05183387",34
"49070","Agent_49070","age_45_65","BU05183480",56
"4726","Agent_4726","age_25_45","BU05183284",25
"2614","Agent_2614","age_15_25","BU05183284",17
"25917","Agent_25917","age_15_25","BU05183396",24
"73798","Agent_73798","age_over65","BU05183638",76
"38071","Agent_38071","age_25_45","BU05183398",38
"67954","Agent_67954","age_0_15","BU05183638",3
"40547","Agent_40547","age_45_65","BU05183398",61
"37562","Agent_37562","age_25_45","BU05183398",39
"43773","Agent_43773","age_over65","BU05183399",70
"59089","Agent_59089","age_15_25","BU05183489",20
"45881","Agent_45881","age_15_25","BU05183480",18
"47550","Agent_47550","age_25_45","BU05183480",40
"247","Agent_247","age_0_15","BU05183284",14
"13799","Agent_13799","age_over65","BU05183284",75
"33022","Agent_33022","age_0_15","BU05183398",1
"62892","Agent_62892","age_over65","BU05183489",73
"23494","Agent_23494","age_over65","BU05183387",70
"49551","Agent_49551","age_45_65","BU05183480",49
"40001","Agent_40001","age_45_65","BU05183398",61
"64157","Agent_64157","age_0_15","BU05183620",1
"55744","Agent_55744","age_45_65","BU05183488",55
"23391","Agent_23391","age_over65","BU05183387",66
"36547","Agent_36547","age_25_45","BU05183398",39
"57979","Agent_57979","age_0_15","BU05183489",11
"57887","Agent_57887","age_0_15","BU05183489",0
"13458","Agent_13458","age_over65","BU05183284",70
"63237","Agent_63237","age_over65","BU05183489",84
"14993","Agent_14993","age_over65","BU05183284",81
"49134","Agent_49134","age_45_65","BU05183480",54
"48163","Agent_48163","age_45_65","BU05183480",49
"32872","Agent_32872","age_0_15","BU05183398",6
"48292","Agent_48292","age_45_65","BU05183480",49
"67795","Agent_67795","age_0_15","BU05183638",2
"67153","Agent_67153","age_0_15","BU05183638",3
"51398","Agent_51398","age_0_15","BU05183488",11
"41105","Agent_41105","age_over65","BU05183398",71
"32318","Agent_32318","age_0_15","BU05183398",8
"19244","Agent_19244","age_25_45","BU05183387",32
"23572","Agent_23572","age_over65","BU05183387",76
"73531","Agent_73531","age_over65","BU05183638",65
"16492","Agent_16492","age_0_15","BU05183387",11
"55445","Agent_55445","age_45_65","BU05183488",46
"5087","Agent_5087","age_25_45","BU05183284",37
"16052","Agent_16052","age_0_15","BU05183387",0
"36395","Agent_36395","age_25_45","BU05183398",39
"16662","Agent_16662","age_0_15","BU05183387",8
"22055","Agent_22055","age_45_65","BU05183387",53
"8324","Agent_8324","age_25_45","BU05183284",29
"13502","Agent_13502","age_over65","BU05183284",80
"27100","Agent_27100","age_25_45","BU05183396",42
"75847","Agent_75847","age_25_45","BU05183639",29
"19097","Agent_19097","age_25_45","BU05183387",32
"13143","Agent_13143","age_over65","BU05183284",84
"20497","Agent_20497","age_25_45","BU05183387",33
"65462","Agent_65462","age_25_45","BU05183620",32
"25297","Agent_25297","age_0_15","BU05183396",6
"13464","Agent_13464","age_over65","BU05183284",85
"68187","Agent_68187","age_0_15","BU05183638",7
"39775","Agent_39775","age_45_65","BU05183398",56
"15354","Agent_15354","age_0_15","BU05183387",13
"2917","Agent_2917","age_15_25","BU05183284",19
"3638","Agent_3638","age_15_25","BU05183284",15
"60740","Agent_60740","age_25_45","BU05183489",28
"62398","Agent_62398","age_45_65","BU05183489",60
"61820","Agent_61820","age_45_65","BU05183489",46
"23281","Agent_23281","age_over65","BU05183387",87
"48010","Agent_48010","age_25_45","BU05183480",25
"11207","Agent_11207","age_45_65","BU05183284",62
"45045","Agent_45045","age_0_15","BU05183480",10
"23377","Agent_23377","age_over65","BU05183387",80
"64541","Agent_64541","age_15_25","BU05183620",21
"70049","Agent_70049","age_25_45","BU05183638",32
"45916","Agent_45916","age_15_25","BU05183480",15
"33799","Agent_33799","age_0_15","BU05183398",1
"70909","Agent_70909","age_25_45","BU05183638",43
"50505","Agent_50505","age_0_15","BU05183488",7
"69163","Agent_69163","age_25_45","BU05183638",34
"37931","Agent_37931","age_25_45","BU05183398",33
"34981","Agent_34981","age_15_25","BU05183398",18
"25675","Agent_25675","age_15_25","BU05183396",20
"28936","Agent_28936","age_45_65","BU05183396",56
"9297","Agent_9297","age_45_65","BU05183284",45
"21994","Agent_21994","age_45_65","BU05183387",46
"13898","Agent_13898","age_over65","BU05183284",71
"52408","Agent_52408","age_15_25","BU05183488",22
"26007","Agent_26007","age_15_25","BU05183396",24
"11040","Agent_11040","age_45_65","BU05183284",60
"26074","Agent_26074","age_15_25","BU05183396",24
"52212","Agent_52212","age_15_25","BU05183488",18
"54144","Agent_54144","age_25_45","BU05183488",33
"77564","Agent_77564","age_45_65","BU05183639",49
"71369","Agent_71369","age_25_45","BU05183638",26
"25877","Agent_25877","age_15_25","BU05183396",20
"67277","Agent_67277","age_0_15","BU05183638",6
"73771","Agent_73771","age_over65","BU05183638",65
"41582","Agent_41582","age_over65","BU05183398",86
"34343","Agent_34343","age_15_25","BU05183398",19
"6931","Agent_6931","age_25_45","BU05183284",31
"28114","Agent_28114","age_25_45","BU05183396",30
"78441","Agent_78441","age_over65","BU05183639",72
"4208","Agent_4208","age_25_45","BU05183284",32
"73394","Agent_73394","age_over65","BU05183638",77
"5876","Agent_5876","age_25_45","BU05183284",29
"48664","Agent_48664","age_45_65","BU05183480",45
"41577","Agent_41577","age_over65","BU05183398",85
"1123","Agent_1123","age_0_15","BU05183284",8
"45938","Agent_45938","age_15_25","BU05183480",20
"67481","Agent_67481","age_0_15","BU05183638",2
"16125","Agent_16125","age_0_15","BU05183387",3
"1223","Agent_1223","age_0_15","BU05183284",9
"68963","Agent_68963","age_15_25","BU05183638",17
"57805","Agent_57805","age_over65","BU05183488",69
"17092","Agent_17092","age_15_25","BU05183387",20
"6405","Agent_6405","age_25_45","BU05183284",42
"60245","Agent_60245","age_25_45","BU05183489",28
"67751","Agent_67751","age_0_15","BU05183638",2
"63472","Agent_63472","age_45_65","BU05183536",60
"59216","Agent_59216","age_15_25","BU05183489",19
"38967","Agent_38967","age_45_65","BU05183398",58
"66647","Agent_66647","age_over65","BU05183620",84
"46828","Agent_46828","age_25_45","BU05183480",42
"61876","Agent_61876","age_45_65","BU05183489",50
"71064","Agent_71064","age_25_45","BU05183638",32
"55232","Agent_55232","age_45_65","BU05183488",54
"13306","Agent_13306","age_over65","BU05183284",77
"42677","Agent_42677","age_0_15","BU05183399",3
"19508","Agent_19508","age_25_45","BU05183387",31
"37048","Agent_37048","age_25_45","BU05183398",26
"7554","Agent_7554","age_25_45","BU05183284",34
"76724","Agent_76724","age_25_45","BU05183639",35
"24689","Agent_24689","age_0_15","BU05183396",13
"17983","Agent_17983","age_15_25","BU05183387",20
"29555","Agent_29555","age_45_65","BU05183396",58
"44433","Agent_44433","age_0_15","BU05183480",1
"68920","Agent_68920","age_15_25","BU05183638",18
"33725","Agent_33725","age_0_15","BU05183398",14
"63880","Agent_63880","age_0_15","BU05183620",8
"61740","Agent_61740","age_45_65","BU05183489",48
"41154","Agent_41154","age_over65","BU05183398",70
"27420","Agent_27420","age_25_45","BU05183396",34
"46078","Agent_46078","age_25_45","BU05183480",33
"34509","Agent_34509","age_15_25","BU05183398",17
"35633","Agent_35633","age_25_45","BU05183398",43
"71436","Agent_71436","age_25_45","BU05183638",38
"17202","Agent_17202","age_15_25","BU05183387",15
"1913","Agent_1913","age_0_15","BU05183284",14
"23144","Agent_23144","age_over65","BU05183387",67
"36430","Agent_36430","age_25_45","BU05183398",26
"419","Agent_419","age_0_15","BU05183284",5
"69358","Agent_69358","age_25_45","BU05183638",40
"31120","Agent_31120","age_over65","BU05183396",71
"67606","Agent_67606","age_0_15","BU05183638",14
"14340","Agent_14340","age_over65","BU05183284",67
"9698","Agent_9698","age_45_65","BU05183284",47
"4474","Agent_4474","age_25_45","BU05183284",38
"29934","Agent_29934","age_45_65","BU05183396",58
"43220","Agent_43220","age_45_65","BU05183399",45
"51689","Agent_51689","age_0_15","BU05183488",13
"70938","Agent_70938","age_25_45","BU05183638",37
"26498","Agent_26498","age_25_45","BU05183396",27
"14748","Agent_14748","age_over65","BU05183284",66
"28105","Agent_28105","age_25_45","BU05183396",43
"42287","Agent_42287","age_over65","BU05183398",70
"35459","Agent_35459","age_25_45","BU05183398",26
"21265","Agent_21265","age_45_65","BU05183387",58
"43155","Agent_43155","age_25_45","BU05183399",25
"57341","Agent_57341","age_over65","BU05183488",68
"65957","Agent_65957","age_45_65","BU05183620",56
"39348","Agent_39348","age_45_65","BU05183398",54
"60106","Agent_60106","age_25_45","BU05183489",42
"38921","Agent_38921","age_45_65","BU05183398",55
"6412","Agent_6412","age_25_45","BU05183284",33
"10489","Agent_10489","age_45_65","BU05183284",53
"16113","Agent_16113","age_0_15","BU05183387",5
"37304","Agent_37304","age_25_45","BU05183398",31
"53897","Agent_53897","age_25_45","BU05183488",44
"14779","Agent_14779","age_over65","BU05183284",82
"69381","Agent_69381","age_25_45","BU05183638",34
"26153","Agent_26153","age_15_25","BU05183396",23
"61625","Agent_61625","age_45_65","BU05183489",57
"63418","Agent_63418","age_over65","BU05183489",65
"34447","Agent_34447","age_15_25","BU05183398",23
"12465","Agent_12465","age_over65","BU05183284",85
"67667","Agent_67667","age_0_15","BU05183638",6
"15715","Agent_15715","age_0_15","BU05183387",2
"51491","Agent_51491","age_0_15","BU05183488",5
"9326","Agent_9326","age_45_65","BU05183284",55
"21205","Agent_21205","age_45_65","BU05183387",54
"73268","Agent_73268","age_over65","BU05183638",80
"34373","Agent_34373","age_15_25","BU05183398",19
"61741","Agent_61741","age_45_65","BU05183489",47
"46091","Agent_46091","age_25_45","BU05183480",37
"74562","Agent_74562","age_0_15","BU05183639",11
"8671","Agent_8671","age_45_65","BU05183284",46
"69813","Agent_69813","age_25_45","BU05183638",37
"74009","Agent_74009","age_0_15","BU05183639",5
"24541","Agent_24541","age_0_15","BU05183396",1
"24745","Agent_24745","age_0_15","BU05183396",12
"15946","Agent_15946","age_0_15","BU05183387",2
"61824","Agent_61824","age_45_65","BU05183489",54
"17794","Agent_17794","age_15_25","BU05183387",22
"17758","Agent_17758","age_15_25","BU05183387",18
"14975","Agent_14975","age_over65","BU05183284",68
"64134","Agent_64134","age_0_15","BU05183620",0
"20986","Agent_20986","age_45_65","BU05183387",52
"36641","Agent_36641","age_25_45","BU05183398",26
"43392","Agent_43392","age_45_65","BU05183399",61
"31840","Agent_31840","age_0_15","BU05183398",3
"36280","Agent_36280","age_25_45","BU05183398",27
"51062","Agent_51062","age_0_15","BU05183488",5
"7881","Agent_7881","age_25_45","BU05183284",44
"5020","Agent_5020","age_25_45","BU05183284",42
"22418","Agent_22418","age_45_65","BU05183387",58
"1092","Agent_1092","age_0_15","BU05183284",1
"75774","Agent_75774","age_25_45","BU05183639",31
"30292","Agent_30292","age_45_65","BU05183396",57
"49830","Agent_49830","age_over65","BU05183480",81
"36397","Agent_36397","age_25_45","BU05183398",38
