"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Ongehuwd_13";"Gehuwd_14";"Gescheiden_15";"Verweduwd_16";"WestersTotaal_17";"NietWestersTotaal_18";"Marokko_19";"NederlandseAntillenEnAruba_20";"Suriname_21";"Turkije_22";"OverigNietWesters_23";"GeboorteTotaal_24";"GeboorteRelatief_25";"SterfteTotaal_26";"SterfteRelatief_27";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"Bevolkingsdichtheid_33";"Woningvoorraad_34";"GemiddeldeWoningwaarde_35";"PercentageEengezinswoning_36";"PercentageMeergezinswoning_37";"PercentageBewoond_38";"PercentageOnbewoond_39";"Koopwoningen_40";"HuurwoningenTotaal_41";"InBezitWoningcorporatie_42";"InBezitOverigeVerhuurders_43";"EigendomOnbekend_44";"BouwjaarVoor2000_45";"BouwjaarVanaf2000_46";"GemiddeldElektriciteitsverbruikTotaal_47";"Appartement_48";"Tussenwoning_49";"Hoekwoning_50";"TweeOnderEenKapWoning_51";"VrijstaandeWoning_52";"Huurwoning_53";"EigenWoning_54";"GemiddeldAardgasverbruikTotaal_55";"Appartement_56";"Tussenwoning_57";"Hoekwoning_58";"TweeOnderEenKapWoning_59";"VrijstaandeWoning_60";"Huurwoning_61";"EigenWoning_62";"PercentageWoningenMetStadsverwarming_63";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66";"Nettoarbeidsparticipatie_67";"PercentageWerknemers_68";"PercentageZelfstandigen_69";"AantalInkomensontvangers_70";"GemiddeldInkomenPerInkomensontvanger_71";"GemiddeldInkomenPerInwoner_72";"k_40PersonenMetLaagsteInkomen_73";"k_20PersonenMetHoogsteInkomen_74";"GemGestandaardiseerdInkomenVanHuish_75";"k_40HuishoudensMetLaagsteInkomen_76";"k_20HuishoudensMetHoogsteInkomen_77";"HuishoudensMetEenLaagInkomen_78";"HuishOnderOfRondSociaalMinimum_79";"HuishoudensTot110VanSociaalMinimum_80";"HuishoudensTot120VanSociaalMinimum_81";"MediaanVermogenVanParticuliereHuish_82";"PersonenPerSoortUitkeringBijstand_83";"PersonenPerSoortUitkeringAO_84";"PersonenPerSoortUitkeringWW_85";"PersonenPerSoortUitkeringAOW_86";"JongerenMetJeugdzorgInNatura_87";"PercentageJongerenMetJeugdzorg_88";"WmoClienten_89";"WmoClientenRelatief_90";"BedrijfsvestigingenTotaal_91";"ALandbouwBosbouwEnVisserij_92";"BFNijverheidEnEnergie_93";"GIHandelEnHoreca_94";"HJVervoerInformatieEnCommunicatie_95";"KLFinancieleDienstenOnroerendGoed_96";"MNZakelijkeDienstverlening_97";"RUCultuurRecreatieOverigeDiensten_98";"PersonenautoSTotaal_99";"PersonenautoSBrandstofBenzine_100";"PersonenautoSOverigeBrandstof_101";"PersonenautoSPerHuishouden_102";"PersonenautoSNaarOppervlakte_103";"Motorfietsen_104";"AfstandTotHuisartsenpraktijk_105";"AfstandTotGroteSupermarkt_106";"AfstandTotKinderdagverblijf_107";"AfstandTotSchool_108";"ScholenBinnen3Km_109";"OppervlakteTotaal_110";"OppervlakteLand_111";"OppervlakteWater_112";"MeestVoorkomendePostcode_113";"Dekkingspercentage_114";"MateVanStedelijkheid_115";"Omgevingsadressendichtheid_116"
"1356";"BU03637503";"Amsterdam                               ";"Buurt     ";"BU03637503";"1";"    1035";"     460";"     575";"     190";"     110";"     390";"     250";"     100";"     675";"     270";"      80";"      25";"     125";"     505";"     220";"      10";"      55";"     130";"      95";"      10";"      13";"       5";"       6";"     485";"     200";"     120";"     170";"     2.1";"   23203";"     474";"     339";"       0";"     100";"      97";"       3";"      18";"      82";"      48";"      35";"       0";"      92";"       8";"    1920";"    1920";"       .";"       .";"       .";"       .";"    1900";"    2040";"     850";"     850";"       .";"       .";"       .";"       .";"     880";"     720";"       .";"     210";"     190";"     410";"      66";"      81";"      19";"     800";"    32.3";"    25.2";"    43.5";"    21.7";"    28.4";"    47.2";"    15.1";"    14.9";"    15.3";"    19.8";"    22.4";"     4.3";"      90";"      40";"      20";"      90";"      30";"    10.6";"      75";"      72";"     145";"       0";"      10";"      15";"      30";"       0";"      45";"      45";"     235";"     180";"      55";"     0.5";"    5203";"      20";"     0.1";"     0.4";"     0.3";"     0.4";"    45.9";"       5";"       4";"       1";"      1057";"       1";"       1";"   11507"
"1357";"WK036376  ";"Amsterdam                               ";"Wijk      ";"WK036376  ";"1";"    9345";"    4865";"    4475";"    1920";"    1155";"    3165";"    2165";"     945";"    5520";"    2760";"     840";"     235";"    1205";"    5940";"    2495";"      90";"     520";"    1655";"    1185";"     125";"      14";"      30";"       3";"    4485";"    2295";"     725";"    1475";"     2.1";"    9702";"    4152";"     220";"      23";"      77";"      94";"       6";"      25";"      75";"      64";"      11";"       0";"      95";"       5";"    1830";"    1660";"    2400";"    2370";"    3250";"       .";"    1660";"    2350";"     990";"     920";"    1150";"    1390";"    1980";"       .";"     940";"    1140";"       .";"    2760";"    2540";"    1860";"      61";"      82";"      18";"    6900";"    25.8";"    19.2";"    50.2";"    10.6";"    23.5";"    60.7";"     8.6";"    20.0";"    18.1";"    24.1";"    28.3";"     2.3";"     790";"     480";"     120";"     850";"     290";"    10.2";"     780";"      83";"     830";"       0";"     160";"     180";"     155";"      15";"     185";"     135";"    2320";"    1770";"     555";"     0.5";"    2411";"     110";"     0.4";"     0.5";"     0.4";"     0.4";"    25.6";"     102";"      96";"       5";"         .";"       .";"       1";"    3865"
"1358";"BU03637600";"Amsterdam                               ";"Buurt     ";"BU03637600";"1";"    6155";"    3185";"    2965";"    1300";"     700";"    2060";"    1430";"     670";"    3645";"    1815";"     540";"     170";"     840";"    3665";"    1450";"      55";"     320";"    1070";"     770";"      90";"      15";"      20";"       3";"    3000";"    1580";"     465";"     965";"     2.0";"    9042";"    2759";"     225";"      35";"      65";"      93";"       7";"      25";"      75";"      61";"      13";"       0";"      97";"       3";"    1860";"    1580";"    2400";"    2370";"    3250";"       .";"    1640";"    2570";"    1040";"     940";"    1150";"    1390";"    1980";"       .";"     950";"    1320";"       .";"    1770";"    1620";"    1320";"      61";"      82";"      18";"    4500";"    26.5";"    19.7";"    48.9";"    11.4";"    23.7";"    60.8";"     9.3";"    20.0";"    18.5";"    24.4";"    28.0";"     2.6";"     480";"     320";"      80";"     610";"     180";"     9.7";"     575";"      93";"     510";"       0";"     110";"      95";"      90";"      15";"     125";"      80";"    1570";"    1215";"     355";"     0.5";"    2308";"      85";"     0.5";"     0.6";"     0.3";"     0.3";"    23.8";"      70";"      68";"       2";"      1063";"       1";"       1";"    3672"
"1359";"BU03637601";"Amsterdam                               ";"Buurt     ";"BU03637601";"1";"    3185";"    1675";"    1505";"     620";"     455";"    1105";"     740";"     275";"    1875";"     950";"     300";"      70";"     370";"    2280";"    1040";"      35";"     200";"     590";"     420";"      35";"      11";"       5";"       3";"    1480";"     715";"     260";"     510";"     2.2";"   11295";"    1393";"     211";"       0";"     100";"      95";"       5";"      25";"      75";"      69";"       7";"       0";"      91";"       9";"    1770";"    1770";"       .";"       .";"       .";"       .";"    1700";"    1940";"     890";"     890";"       .";"       .";"       .";"       .";"     920";"     800";"       .";"     990";"     930";"     530";"      59";"      83";"      17";"    2400";"    24.5";"    18.3";"    52.7";"     9.1";"    23.0";"    60.4";"     7.3";"    19.9";"    17.4";"    23.4";"    28.9";"     1.7";"     320";"     170";"      50";"     240";"     110";"    11.3";"     210";"      66";"     320";"       0";"      50";"      85";"      60";"       0";"      65";"      55";"     750";"     555";"     195";"     0.5";"    2658";"      25";"     0.4";"     0.4";"     0.5";"     0.5";"    29.1";"      32";"      28";"       3";"      1063";"       1";"       1";"    4245"
"1360";"WK036377  ";"Amsterdam                               ";"Wijk      ";"WK036377  ";"1";"   17975";"    9170";"    8805";"    3440";"    2390";"    6105";"    4005";"    2040";"   10540";"    5290";"    1675";"     480";"    2210";"   11175";"    4990";"     160";"     920";"    2960";"    2145";"     250";"      14";"      95";"       5";"    8660";"    4415";"    1455";"    2800";"     2.1";"    7997";"    7974";"     214";"      17";"      83";"      96";"       4";"      21";"      79";"      67";"      12";"       0";"      92";"       8";"    1880";"    1770";"    2420";"    2340";"    3330";"    5960";"    1750";"    2440";"     820";"     780";"    1000";"    1090";"    1790";"    2860";"     820";"     880";"    15.0";"    5830";"    4710";"    3260";"      60";"      82";"      18";"   13500";"    26.0";"    19.7";"    50.3";"    11.6";"    23.7";"    60.0";"     8.9";"    18.7";"    17.7";"    23.7";"    28.1";"     2.1";"    1400";"    1020";"     240";"    1860";"     515";"     9.8";"    1650";"      92";"    1360";"       0";"     290";"     200";"     320";"      30";"     310";"     210";"    4675";"    3600";"    1075";"     0.5";"    2079";"     300";"     0.6";"     0.5";"     0.3";"     0.5";"    24.2";"     281";"     225";"      56";"         .";"       .";"       1";"    3812"
"1361";"BU03637700";"Amsterdam                               ";"Buurt     ";"BU03637700";"1";"    3365";"    1815";"    1550";"     535";"     360";"    1265";"     740";"     475";"    1965";"     890";"     410";"     110";"     415";"    2050";"     990";"      40";"     165";"     420";"     435";"      45";"      14";"      25";"       8";"    1940";"    1220";"     310";"     415";"     1.7";"    8311";"    1869";"     172";"       8";"      92";"      96";"       4";"      10";"      90";"      85";"       5";"       0";"     100";"       0";"    1550";"    1480";"    2300";"    2160";"       .";"       .";"    1450";"    2490";"     830";"     800";"    1140";"    1200";"       .";"       .";"     790";"    1170";"       .";"     980";"    1030";"     650";"      57";"      85";"      15";"    2600";"    24.2";"    19.2";"    52.7";"     8.2";"    20.8";"    72.5";"     3.8";"    23.1";"    23.0";"    30.6";"    36.0";"     1.1";"     360";"     220";"      60";"     440";"      75";"     9.9";"     410";"     122";"     230";"       0";"      50";"      35";"      55";"       5";"      50";"      40";"     860";"     680";"     175";"     0.4";"    2118";"      60";"     0.8";"     0.6";"     0.4";"     0.4";"    31.9";"      43";"      41";"       3";"      1064";"       1";"       1";"    4504"
"1362";"BU03637701";"Amsterdam                               ";"Buurt     ";"BU03637701";"1";"    3205";"    1580";"    1620";"     540";"     435";"    1090";"     790";"     360";"    2045";"     815";"     275";"      80";"     515";"    1315";"     440";"      35";"     170";"     295";"     375";"      50";"      16";"      20";"       6";"    1675";"     890";"     320";"     475";"     1.9";"    9251";"    1521";"     262";"      17";"      83";"      95";"       5";"      38";"      62";"      32";"      31";"       0";"      89";"      11";"    1940";"    1770";"    2900";"    2430";"       .";"       .";"    1750";"    2330";"     560";"     540";"     670";"     340";"       .";"       .";"     560";"     620";"    41.0";"     610";"     960";"    1030";"      70";"      83";"      17";"    2500";"    33.0";"    26.3";"    37.9";"    21.1";"    28.4";"    49.5";"    15.4";"    11.6";"    11.2";"    15.5";"    17.8";"    26.0";"     140";"     110";"      50";"     310";"      85";"     9.8";"     215";"      67";"     280";"       0";"      35";"      30";"      55";"      15";"      95";"      55";"     905";"     735";"     170";"     0.5";"    2608";"      95";"     0.9";"     0.7";"     0.3";"     0.8";"    32.6";"      40";"      35";"       6";"      1064";"       1";"       1";"    3785"
"1363";"BU03637702";"Amsterdam                               ";"Buurt     ";"BU03637702";"1";"    3645";"    1845";"    1800";"     670";"     470";"    1215";"     820";"     475";"    2090";"    1155";"     295";"     115";"     640";"    2055";"     725";"      35";"     200";"     635";"     465";"      40";"      11";"      15";"       5";"    1740";"     855";"     335";"     560";"     2.1";"   10658";"    1493";"     236";"      29";"      71";"      96";"       4";"      36";"      64";"      50";"      14";"       0";"      87";"      13";"    2180";"    2090";"    2390";"    2410";"    3440";"       .";"    2010";"    2500";"    1000";"     910";"    1180";"    1290";"    2150";"       .";"     960";"    1080";"    12.1";"    1090";"     990";"     740";"      61";"      82";"      18";"    2800";"    26.9";"    20.8";"    48.1";"    12.6";"    24.7";"    54.7";"    10.1";"    14.0";"    13.6";"    18.1";"    22.3";"     5.2";"     210";"     200";"      40";"     440";"      95";"     9.2";"     325";"      89";"     285";"       0";"      80";"      60";"      50";"       5";"      50";"      40";"     975";"     755";"     215";"     0.6";"    2846";"      55";"     0.6";"     0.5";"     0.3";"     0.3";"    18.8";"      36";"      34";"       2";"      1063";"       1";"       1";"    3517"
"1364";"BU03637703";"Amsterdam                               ";"Buurt     ";"BU03637703";"1";"    3780";"    1925";"    1855";"     840";"     585";"    1200";"     845";"     315";"    2135";"    1205";"     380";"      65";"     265";"    3075";"    1575";"      25";"     215";"     815";"     450";"      55";"      15";"      10";"       4";"    1525";"     620";"     230";"     685";"     2.5";"   16825";"    1410";"     194";"       6";"      94";"      98";"       2";"       7";"      93";"      90";"       4";"       0";"      98";"       2";"    1840";"    1830";"    2100";"    1940";"       .";"       .";"    1800";"    2420";"     890";"     870";"    1100";"    1300";"       .";"       .";"     890";"     840";"     6.4";"    1470";"     970";"     330";"      55";"      83";"      17";"    2700";"    21.5";"    15.5";"    58.6";"     6.0";"    21.1";"    61.2";"     6.9";"    23.6";"    20.9";"    28.0";"    33.5";"     1.0";"     390";"     250";"      40";"     280";"     110";"     8.4";"     310";"      82";"     260";"       0";"      65";"      45";"      75";"       5";"      50";"      20";"     925";"     695";"     230";"     0.6";"    4112";"      35";"     0.5";"     0.4";"     0.2";"     0.4";"    19.2";"      23";"      22";"       1";"      1064";"       1";"       1";"    3791"
"1365";"BU03637704";"Amsterdam                               ";"Buurt     ";"BU03637704";"1";"      50";"      25";"      20";"       5";"      15";"      25";"       5";"       0";"      40";"      10";"       5";"       0";"      20";"      25";"       0";"       0";"       5";"      20";"       5";"       0";"      40";"       0";"      20";"      30";"      20";"      15";"       5";"     1.7";"      81";"      35";"       .";"       0";"     100";"      77";"      23";"      20";"      80";"       0";"      80";"       0";"       0";"     100";"    1590";"    1590";"       .";"       .";"       .";"       .";"    1690";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   100.0";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0";"       0";"       .";"       .";"       .";"       .";"      10";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      20";"      15";"       5";"       .";"       .";"       0";"     0.8";"     0.6";"     0.4";"     1.0";"    25.0";"     106";"      62";"      44";"      1064";"       1";"       1";"    2697"
"1366";"BU03637705";"Amsterdam                               ";"Buurt     ";"BU03637705";"1";"    3925";"    1975";"    1945";"     860";"     525";"    1310";"     810";"     420";"    2275";"    1220";"     320";"     115";"     360";"    2665";"    1265";"      25";"     175";"     780";"     430";"      50";"      14";"      15";"       4";"    1740";"     820";"     255";"     675";"     2.2";"   12619";"    1646";"     215";"      26";"      74";"      97";"       3";"      16";"      84";"      79";"       6";"       0";"      88";"      12";"    1980";"    1890";"    2200";"    2410";"       .";"       .";"    1890";"    2600";"     870";"     830";"     950";"    1120";"       .";"       .";"     880";"     860";"    12.8";"    1570";"     790";"     530";"      57";"      79";"      21";"    2800";"    24.7";"    17.9";"    53.6";"    10.5";"    23.5";"    60.5";"     8.8";"    21.0";"    19.3";"    25.5";"    30.3";"     1.6";"     300";"     250";"      50";"     380";"     140";"    11.0";"     390";"      99";"     290";"       0";"      60";"      30";"      85";"       5";"      60";"      50";"     990";"     720";"     275";"     0.6";"    3189";"      55";"     0.4";"     0.3";"     0.5";"     0.6";"    20.6";"      32";"      31";"       1";"      1064";"       1";"       1";"    3408"
"1367";"WK036378  ";"Amsterdam                               ";"Wijk      ";"WK036378  ";"1";"   16255";"    8155";"    8100";"    3590";"    2185";"    5425";"    3405";"    1655";"    9095";"    5365";"    1350";"     460";"    1845";"   10935";"    4360";"     145";"     840";"    3915";"    1680";"     250";"      15";"     115";"       7";"    7005";"    3045";"    1225";"    2740";"     2.3";"   12313";"    6265";"     256";"      27";"      73";"      94";"       6";"      25";"      75";"      62";"      14";"       0";"      65";"      35";"    2170";"    2000";"    2610";"    2610";"    3260";"       .";"    2020";"    2680";"     760";"     660";"     950";"    1170";"    1320";"       .";"     780";"     730";"    18.5";"    5100";"    4580";"    2430";"      62";"      80";"      20";"   11600";"    26.2";"    19.0";"    49.3";"    11.9";"    23.7";"    54.9";"    10.8";"    17.7";"    16.2";"    22.0";"    26.2";"     3.0";"     950";"     920";"     200";"    1500";"     445";"     8.4";"    1575";"      97";"    1130";"       0";"     275";"     150";"     300";"      25";"     235";"     140";"    4495";"    3355";"    1140";"     0.6";"    3403";"     255";"     0.5";"     0.4";"     0.3";"     0.3";"    13.7";"     141";"     132";"       9";"         .";"       .";"       1";"    2986"
